,x,y
0,3.14456368747803,5.009385916300414
1,0.17594603755605764,2.175790298355092
2,0.6116415301171254,2.6101185220043654
3,0.025061206653967605,2.2107430144444384
4,-0.07426573747458631,1.6742975743342932
5,0.7436642408872982,2.9316547643139947
6,1.2019544865369327,3.052539936792579
7,0.5790735078778901,2.3761993162854798
8,1.5707449520702945,3.695136386241132
9,-2.1392953229650566,0.1662530857901241
10,1.4853485973936322,3.5844296166949734
11,-0.4857074328561788,1.6259771750158294
12,1.1879054254042036,3.1010906440585844
13,2.367526361643791,4.38620808496692
14,1.2928199754826477,2.706528220253187
15,2.157564875778487,4.2425612305814395
16,1.8541728289600674,3.265780027984667
17,1.0321165194271789,2.4543177685725692
18,1.1478467807362773,3.4878965782961155
19,-0.8041945745807004,1.0646579684780375
20,0.43613770123258155,2.6038528296564216
21,-0.013469079981433651,1.9126463120625852
22,0.4887951220972151,2.2893443679544347
23,0.23483703066427075,2.2765159941441127
24,1.8284401941915913,3.3644564722393606
25,1.2921534185425874,3.521678679490524
26,1.6543173826112927,3.5655526824234753
27,1.024394611691945,3.6453624150830604
28,0.2775483173450405,2.410780382138189
29,2.2308454712404293,3.999235551410325
30,2.2404642517752844,4.17068337437707
31,-0.5459997114736608,1.083668141299239
32,2.9945559452702217,4.345799769609485
33,-0.38814309077594356,1.4311485626255154
34,1.0737472920132434,3.0635957395458377
35,1.2273252470694758,3.485527388493418
36,1.0662967594378812,3.002118027604093
37,0.6659878094362686,2.4081999422543356
38,-0.08792105708379983,1.8193409715022437
39,-0.9998422280364012,0.9738132217588396
40,0.044817457564583996,2.3547397447618277
41,0.1022081763507019,2.148667046310271
42,0.6906345568926222,2.561523746101362
43,1.8113395100025873,3.7342762000603473
44,1.47163836143975,3.3510405503616774
45,1.5354941187192295,3.5768155204634624
46,0.23967524066620005,2.1979586415338797
47,0.9936784654590174,2.9326757339283755
48,0.7576505865829438,2.962763037849965
49,0.34961050720680753,2.2397259318752867
